,class,sms
2808,spam,december ! mobile 11mths+ ? entitled update latest colour camera mobile free ! call mobile update co free 08002986906
2809,ham,yes princess ! want catch big strong hand ...
2810,ham,oh yeah forgot . u take 2 shopping .
2811,ham,mm asked call radio
2812,ham,thinkin someone good . drug
2814,ham,"enjoy shower possessiveness poured u ur loved one , bcoz world lie , golden gift loved truly .."
2815,ham,"alright 're sure , let know 're leaving"
2816,ham,lasting much 2 hour . might get lucky .
2817,ham,genius 's . brother . pls send number skype .
2818,spam,"gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title : crazyin , sleepingwith , finest , ymca : url pobox365o4w45wq 300p"
2819,ham,thk em find wtc far ... weiyi goin ... e rest dunno yet ... r ur goin 4 dinner den might b able join ...
2820,ham,n't forget owns 's private property ... good boy always .. * passionate kiss *
2821,spam,interflora - 's late order interflora flower christmas call 0800 505060 place order midnight tomorrow .
2822,ham,oh god .. taken teeth ? paining
2823,spam,romcapspam everyone around responding well presence since warm outgoing . bringing real breath sunshine .
2824,ham,u ask darren go n pick u lor ... oso sian tmr haf 2 meet lect ...
2825,ham,need buy lunch .. eat maggi mee ..
2826,spam,"congratulation - thanks good friend u £2,000 xmas prize . 2 claim easy , call 08712103738 ! 10p per minute . BT-national-rate"
2828,ham,"oh right , ok . 'll make sure load work day ! got really nasty cough today dry n shot really help !"
2830,spam,send logo 2 ur lover - 2 name joined heart . txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo ! pobox36504w45wq txtno 4 ad 150p .
2832,ham,thanx 4 sending home ...
2833,ham,normally hot mail . com see !
2834,spam,"'ve tkts euro2004 cup final £800 cash , collect call 09058099801 b4190604 , pobox 7876150ppm"
2835,ham,u sick still go shopping ?
2836,ham,"ya well fine. , bbd ( pooja ) full pimple .. even become quite black .. ur rite cold , wearing sweatter .."
2837,ham,url working ?
2838,ham,1 's reach home call .
2839,ham,trying find chinese food place around
2840,ham,"easy mate , * guess quick drink wa bit ambitious ."
2841,ham,babe ! ! ! miiiiiiissssssssss ! need ! ! ! crave ! ! ! emoticon ... geeee ... 'm sad without babe ... love ...
2842,ham,ok thanx ...
2844,ham,"tunji , 's queen ? . wishing great day . abiola ."
2845,ham,today iz yellow rose day . u love frndship give 1 misscall send ur frndz see many miss call u get . u get 6missed u marry ur lover .
2846,ham,class hour . sorry
2847,ham,wat time u finish ur lect today ?
2848,spam,"Free-message : jamster ! get crazy frog sound ! poly text mad1 , real text mad2 88888 . 6 crazy sound 3 GBP/week ! 16+only ! tandc 's apply"
2850,spam,"chance reality fantasy show call = 08707509020 20p per min ntt ltd , po box 1327 croydon cr9 5wb 0870 national = rate call"
2851,ham,'s fine . good hear . dear ? happy new year oh .
2852,ham,going wipro interview today ?
2853,ham,tall princess ?
2854,ham,doubt could handle 5 time per night case ...
2855,ham,haha ... hope u hear receipt sound ... gd luck !
2856,ham,gon na death . 'm gon na leave note say robs fault . avenge .
2857,ham,"japanese proverb : one , u , none , u must indian version : one , let .. none , leave ! ! finally kerala version : one , stop .. none , make strike ..."
2858,ham,today 'm workin free oso ... gee ... thgt u workin ur fren 's shop ?
2859,ham,life face choice toss coin becoz settle question coin air u know heart hoping . gudni8
2861,ham,want kiss feel next
2862,ham,happy saying
2863,spam,adult 18 content video shortly
2864,ham,"ok would b lovely , u r sure . think wot u want , drinkin , dancin , eatin , cinema , , , ... u ! wot ?"
2865,ham,'m saying n't explicitly told nora know someone 'm probably gon na bother
2867,ham,smith waste da.i wan na gayle .
2868,ham,"mum , 've sent many many message since got . want know actually getting . enjoy rest day ."
2869,ham,"aight , tomorrow around number"
2871,spam,"chance reality fantasy show call = 08707509020 20p per min ntt ltd , po box 1327 croydon cr9 5wb 0870 national = rate call ."
2872,ham,actually first time . went bed long spoke . woke 7 . wa night ?
2873,ham,see !
2874,ham,dont understand message .
2875,ham,crucify c s. told earlier .
2876,ham,"idk . keep saying 're , since moved , keep butting head freedom vs. responsibility . 'm tired . much shit deal 'm barely keeping together get added ."
2877,ham,fuck cedar key fuck ( come anyway tho )
2878,ham,twenty past five said train durham already coz reserved seat
2879,spam,"hey boy . want hot xxx pic sent direct 2 ur phone ? txt porn 69855 , 24hrs free 50p per day . stop text stopbcm sf wc1n3xx"
2880,ham,u still painting ur wall ?
2882,ham,printer cool . mean groovy . wine groovying
2883,ham,hi harish 's rent ha transfred ur acnt .
2884,ham,anything lor coming ?
2885,ham,cbe really good nowadaysemoticonlot shop showroomsemoticoncity shaping good .
2886,ham,u still attending da talk ?
2887,ham,probs hon ! u doinat mo ?
2888,ham,k 'll take care
2889,ham,take n't phone callon friday . assume wo n't year ?
2890,ham,battery low babe
2891,ham,shuhui ha bought ron 's present 's swatch watch ...
2892,ham,"yeah 's quite bit left , 'll swing tomorrow get"
2893,ham,babe ? said 2 hour 's almost 4 ... internet ?
2894,ham,k 'll sure get noon see 's
2895,ham,k ... k ... yesterday wa cbe .
2896,ham,went ganesh dress shop
2897,spam,"pdate_Now - double min 1000 txts orange tariff . latest motorola , sonyericsson nokia bluetooth free ! call mobileupd8 08000839402 call2optout/ ! yhl"
2898,ham,u collecting ur laptop going configure da setting izzit ?
2900,ham,"aight , 8 latest , probably closer 7 . jay tyler two trip ?"
2901,ham,come aftr decimal .. cleaning house
2902,spam,ur cash-balance currently 500 pound - maximize ur cash-in send cash 86688 150p/msg . cc : 08718720201 po box 114/14 TCR/W1
2903,ham,"bill , : letter . 'm expecting one orange n't bill may still say orange ."
2904,ham,tell pa. pain de .
2905,ham,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang
2906,ham,"ha . n't know either . clever simple thing pear day , perfect christmas ."
2907,ham,helloooo ... wake .. ! `` sweet '' `` morning '' `` welcome '' `` '' `` enjoy '' `` day '' `` full joy '' .. `` gud mrng '' .
2908,ham,alrite
2909,ham,must sit around wait summer day celebrate . magical sight world dressed white . oooooh let snow .
2910,spam,urgent ! mobile number ha awarded £2000 prize guaranteed . call 09058094454 land line . claim 3030 . valid 12hrs
2911,ham,guy go see movie side .
2913,ham,n't tell ... 'm thinking . plus 's going stop run
2914,ham,kindly send one flat decimal today .
2915,spam,sorry ! u unsubscribe yet . mob offer package ha min term 54 week > pls resubmit request expiry . reply themob help 4 info
2916,ham,nothing lor ... bit bored ... dun u go home early 2 sleep today ...
2917,ham,time tell friend around ?
2918,ham,yes . fine . love . safe .
2919,ham,thanks chikku .. emoticon gud nyt : - *
2920,ham,xy ur car u picking ?
2921,ham,"thanx 4 time weve spent 2geva , bin mint ! ur baby want u ! xxxx"
2922,ham,"yo , way could pick something tonight ?"
2923,ham,'ve sent . send .
2924,ham,fine simply sitting .
2925,ham,thts god 's gift bird human hav natural gift frm god ..
2926,ham,coming day class .
2927,ham,im done . studyn library
2928,ham,ok ... u enjoy ur show ...
2929,ham,anything ...
2930,ham,wuld without baby ? thought alone mite break dont wan na go crazy everyboy need lady xxxxxxxx
2931,ham,wat 's dear ? sleeping ah ?
2932,ham,hi ' test number rd ....
2933,ham,2 % student solved cat question 'xam ... 5+3+2= number 9+2+4= number 8+6+3= number 7+2+5= ? ? ? ? ? tell answer u r brilliant ... 1thing.i got answr .
2934,ham,yo know anyone number otherwise able buy liquor ? guy flaked right n't get hold somebody 4 loko night
2935,ham,yup n fren lor . 'm meeting fren 730 .
2936,ham,"yeah , got one lined u"
2937,ham,stop wondering `` wow ever going stop tm'ing ? ! '' tm whenever want mine ... * laugh *
2938,ham,lol yep yesterday . already got fireplace . another icon sitting .
2939,ham,hey 've booked pilate yoga lesson already ... haha
2940,ham,ok. happen behave like
2941,spam,1 new message . please call 08712400200 .
2942,ham,supervisor find 4 one lor thk student . havent ask yet . tell u aft ask .
2943,ham,"hello . news job , making wait fifth week ! yeah im woozles weasel ... exeter still , home 3 ."
2945,spam,currently message awaiting collection . collect message call 08718723815 .
2946,ham,"hey babe , sorry n't get sooner . gary come fix cause think know doe n't go far ptbo say cost number buck . n't know might cheaper find someone ? n't second hand machine right , let know want babe"
2947,ham,make 3 ! 4 fuck sake ? ! x
2948,ham,leave . u always ignorant .
2949,ham,nope 'll b going 2 sch fri quite early lor co mys si got paper da morn emoticon
2950,ham,bruce b fletcher
2951,ham,? said would woke ... emoticon
2952,ham,hey free call .
2953,ham,tell plsemoticon
2954,spam,"urgent ! mobile wa awarded £1,500 bonus caller prize 27/6/03 . final attempt 2 contact u ! call 08714714011"
2955,ham,"think might give miss . teaching til twelve , lecture two . damn working thing ."
2956,ham,id check 's like 1 bowl worth left
2957,ham,yes many sweet
2958,ham,would 'm still cozy . exhausted last url went school work . everything closed .
2960,ham,buzzzz ! * grin * buzz ? buzz chest ? buzz cock ? keep phone ? vibrator ? feel shake ?
2961,ham,sir send group mail check .
2962,ham,'m da intro cover energy trend n pro n con ... brief description nuclear fusion n oso brief history iter n jet got abt 7 n half page ..
2963,ham,`` none ! nowhere ikno doesdiscount ! shitinnit ''
2964,ham,dont know jabo abi .
2965,spam,"ever notice 're driving , anyone going slower idiot everyone driving faster maniac ?"
2966,ham,yet .. ya sapna aunty manege y'day hogidhe .. chinnu full weak swalpa black agidhane ..
2967,ham,"good , baby ? emoticon"
2969,ham,"mostly sport type .. lyk footbl , crckt .."
2970,ham,head dey swell oh . thanks making day
2971,ham,u make fb list
2973,ham,sary need tim bollox andit hurt lot tol !
2974,ham,happy new year princess !
2975,ham,"'ll text carlos let know , hang"
2976,ham,"n't worry , * easy ingredient !"
2977,ham,love u 2 little pocy bell sorry love u
2978,ham,"ok omw , castor ?"
2979,ham,yar lor ... keep raining non stop ... u wan 2 go elsewhere ?
2980,spam,"xmas offer ! latest motorola , sonyericsson nokia free bluetooth dvd ! double min 1000 txt orange . call mobileupd8 08000839402 call2optout/4QF2"
2981,ham,u mean u almost done ? done wif sleeping ? tot u going take nap .. yup send liao 'm picking ard 4 smth lor ..
2983,ham,"tonight ? yeah , 'd"
2984,ham,eat fo lunch senor
2985,ham,"said right giggle saw u ! would possibly first person2die nvq , think much could !"
2986,ham,break time one ... ... come n get stuff fr u ?
2987,spam,reply win £100 weekly ! professional sport doe tiger wood play ? send stop 87239 end service
2988,ham,"'m see , ca n't see ? maybe reboot ym ? seen buzz"
2989,ham,still grinder ?
2990,spam,1 polyphonic tone 4 ur mob every week ! txt pt2 87575 . 1st tone free ! get txtin tell ur friend . 150p/tone . 16 reply hl 4info
2993,ham,K.i did't see url ?
2994,ham,'m list buyer .
2995,ham,"idea , guess 'll work hour 're supposed leave since usual nobody ha interest figuring shit last second"
2996,ham,mm entirely sure understood text hey . ho . weekend ?
2997,ham,released vday shirt u put make bottom half naked instead white underwear .
2998,ham,know .. watching film computer ..
2999,ham,b4 thursday
3000,ham,"oh , phone phoned disconnected"
3001,ham,id onluy matter getting offcampus
3002,spam,message free . welcome new improved sex dogging club ! unsubscribe service reply stop . msg @ 150p 18+only
3003,ham,"excellent , 'll see riley 's plan"
3006,ham,ew one ?
3007,ham,also hi wesley 've
3008,ham,ah see . lingo . let know wot earth ha finished making !
3010,spam,Update_Now - 12mths half price orange line rental : 400mins ... call mobileupd8 08000839402 call2optout=J5Q
3011,ham,imagine life without ... see .. fast u searching ? n't worry .. l 'm always disturb u .. goodnoon .. emoticon
3012,ham,"hm good morning , headache anyone ? emoticon"
3013,ham,yeah probs - last night obviously catching ... speak soon
3014,spam,free unlimited hardcore porn direct 2 mobile txt porn 69200 get free access 24 hr chrgd @ 50p per day txt stop 2exit . msg free
3015,ham,might go 2 sch . yar e salon v boring .
3016,ham,number min stop somewhere first .
3017,ham,"number fast approaching . , wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day , happy friendship , mother , father , teacher , childrens day , happy birthday 4 u . happy ganesh festival happy dasara happy diwali happy christmas number good morning afternoon , evening night . rememberi first wishing u ... 's raj"
3018,ham,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting .. -
3019,ham,n't get second half message
3020,ham,wat time u wan 2 meet later ?
3021,ham,thank much selflessness . love plenty .
3022,ham,film ill call later .
3023,ham,dare change ring
3024,ham,bad girl . lady .
3025,ham,love ya try budget money better babe . gary would freak knew
3026,ham,part `` n't initiate '' n't understand
3027,ham,finished lunch already . u wake already ?
3028,ham,still game ?
3029,ham,got tallent wasting .
3030,ham,record one night ? emoticon
3031,ham,"also sir , sent email log usc payment portal . I.ll send another message explain thing back home . great weekend ."
3032,ham,gon na let know co come bak holiday day . coming . Don't4get2text number .
